label,youtube_id,time_start,time_end,split
pumping fist,02rbpktoyRU,3,13,train
vault,02uFVuCkkaw,30,40,train
filling eyebrows,0391YP-nm04,0,10,train
vault,03B-Es0PkFM,35,45,train
jetskiing,03RuNUh9NAo,13,23,train
skiing (not slalom or crosscountry),03Ti8572JRY,0,10,train
testifying,03WF4D2tlsU,52,62,train
decorating the christmas tree,03biQYd1lAc,67,77,train
tobogganing,03bjtsA_ZNg,1,11,train
tying knot (not on a tie),03dHaEVHpKA,30,40,train
cleaning floor,03wi9atLYZ8,66,76,train
playing kickball,04HmjqykYNY,303,313,train
snowboarding,04Ipl2WLOqk,152,162,train
building cabinet,04N_zoDW3sQ,783,793,train
sneezing,04OT3obZkbY,3,13,train
skateboarding,04PqkP6Vv3E,192,202,train
surfing water,04aLC4MtXVI,27,37,train
jetskiing,04jZFqJ_Vv8,106,116,train
building cabinet,04sO8h8LVT4,105,115,train
punching person (boxing),053ywiAu9fQ,28,38,train
throwing axe,056V0wl0OGU,55,65,train
skiing (not slalom or crosscountry),05E43w7ImWs,538,548,train
playing cymbals,05dnFrtUqDg,87,97,train
riding elephant,05hKGU5928E,352,362,train
using segway,05ndcBzFxso,4,14,train
making tea,05xOm7XTMIc,2,12,train
blowing glass,05xwFfGELww,48,58,train
shoveling snow,060M6aKGzh0,73,83,train
tapping pen,060Ydpq5kf0,35,45,train
waxing eyebrows,06EGhTzyd68,47,57,train
balloon blowing,06FKXtuErCc,78,88,train
riding elephant,06ON1-8oHTc,130,140,train
skateboarding,06ofnvq2Hjs,65,75,train
golf putting,06rZT_6Rc5Q,19,29,train
sniffing,06vSIEpd3AM,0,10,train
garbage collecting,06xpoVe6ZoQ,121,131,train
tying tie,071a92n2wNQ,74,84,train
playing poker,07UWZeMN6I8,92,102,train
scuba diving,07fUlMbRB-0,314,324,train
writing,07pCpaFU-mU,127,137,train
scuba diving,07whL_0ea3A,118,128,train
ice skating,07zD2gaXZ0U,31,41,train
parkour,07zkHLVSmGU,138,148,train
skiing (not slalom or crosscountry),081YeOmMfRg,5,15,train
blowing glass,083H_yQsGHY,37,47,train
crawling baby,085n1HEB40Q,67,77,train
pushing cart,08FkSEAtXwM,2,12,train
snowboarding,08GB7lZqQz4,174,184,train
mowing lawn,08dBZbo40Ng,32,42,train
skateboarding,08e6JOWAQms,168,178,train
spraying,08iHSCxza2o,1131,1141,train
ice skating,08z-ph3d1WY,32,42,train
roller skating,090pTj6b7wI,28,38,train
tying tie,09E5UTSE_-8,149,159,train
getting a tattoo,09GcDW_bbg0,6,16,train
archery,09QQcLIpiAM,483,493,train
driving car,09hrf4tspQM,7,17,train
smoking,09nHCaJU-HU,0,10,train
tobogganing,09sJMAYdrqE,2,12,train
hopscotch,09sWIn7ymsA,4,14,train
drinking beer,09skRAx0er8,7,17,train
playing harp,09v9gTzLcoc,35,45,train
gymnastics tumbling,0A7D2NFvs0I,28,38,train
riding elephant,0ACji4353Go,87,97,train
swimming breast stroke,0AI1vXRrb-Q,6,16,train
playing cello,0AQ5JzHtsbQ,11,21,train
tobogganing,0AWkgm4Fydo,6,16,train
sled dog racing,0ApEeAZnMqk,1032,1042,train
using remote controller (not gaming),0AvsrPfko0w,118,128,train
shaving head,0Az54omOsr8,57,67,train
presenting weather forecast,0B6ThOWbrpU,93,103,train
grooming horse,0B8yap0l98A,8,18,train
playing saxophone,0BCEmSbiF3g,15,25,train
riding or walking with horse,0BCcrjsLoMY,475,485,train
roller skating,0BF3GUiXZyk,626,636,train
riding elephant,0BLyz0GTX8w,0,10,train
pushing cart,0BaiAcK7iwo,29,39,train
cooking chicken,0BeczhLJTak,302,312,train
smoking,0BrapJL0COA,3,13,train
pole vault,0C3barg2QKI,472,482,train
whistling,0CBTWoBkn14,66,76,train
juggling fire,0CDRlXFFFgg,13,23,train
dunking basketball,0CHfpmvH1x0,1,11,train
hockey stop,0CKiKkVa3kY,5,15,train
snatch weight lifting,0CYJ2z1jWgQ,4,14,train
riding mountain bike,0CcJiWayuwc,181,191,train
playing accordion,0CsAQSsgqxk,74,84,train
roller skating,0DRwTNPTrVo,79,89,train
playing harp,0DTh9P_X9pw,24,34,train
tying tie,0DUa5O58Z1E,94,104,train
using computer,0DiezTkGgR0,41,51,train
salsa dancing,0Dl_mkZUtN4,131,141,train
pushing cart,0DpCJFCt71g,9,19,train
presenting weather forecast,0DpD7CHbhrw,77,87,train
pumping fist,0Dq88go-YRY,4,14,train
baby waking up,0DrhyvFSKA0,2,12,train
arm wrestling,0DwdpkupKhc,42,52,train
changing wheel,0DxjTJJOkRU,573,583,train
playing cello,0E6QiCszwUg,17,27,train
disc golfing,0EBhC9W_oS8,121,131,train
snowboarding,0EH32tr1Gus,198,208,train
writing,0EKyR5nelok,11,21,train
catching or throwing softball,0EgDnFCBCeo,167,177,train
testifying,0Es9zrEHL84,53,63,train
javelin throw,0FMtjsO982U,13,23,train
pushing wheelchair,0FQCY4FJwXU,8,18,train
taking a shower,0Fae8U0pH4s,27,37,train
cleaning floor,0Fh5H6AFHc0,8,18,train
eating ice cream,0FnVWxvziQQ,9,19,train
shoveling snow,0Fq6croYsmc,76,86,train
pumping fist,0FqR9VMpgbo,4,14,train
ice climbing,0G4ivBZu6Dg,64,74,train
pole vault,0GER2Qd0vFw,83,93,train
springboard diving,0Gb8Cx5vHCI,135,145,train
kitesurfing,0GcQVXb1Ja8,1,11,train
passing American football (in game),0Ge0zz0KiPw,123,133,train
water skiing,0Gehf9kMyOE,42,52,train
riding mountain bike,0GfXa9mO2hU,91,101,train
catching fish,0GkEGPcIkaE,626,636,train
riding elephant,0GpOe8tgrRo,235,245,train
riding or walking with horse,0H1wFN2EqvM,0,10,train
tossing coin,0H2mp816zVI,1131,1141,train
breakdancing,0H7EwvA4kjg,2,12,train
eating carrots,0H7QF6YNj7k,2,12,train
presenting weather forecast,0HAX8-Z9JmQ,0,10,train
tobogganing,0HBNQmG6GLQ,3,13,train
windsurfing,0HBm1Zc-erw,1,11,train
pushing cart,0HOGshUOGFE,1,11,train
playing ice hockey,0Hh85gE5s2c,484,494,train
tasting beer,0HkH6W9vyuQ,360,370,train
playing kickball,0Hn-ViZTO7M,105,115,train
cooking chicken,0Hz2h1CLfj4,430,440,train
waxing legs,0I0JvVPtb0A,223,233,train
golf putting,0I79X1juaE0,80,90,train
surfing crowd,0I96Lw3BY10,10,20,train
cooking chicken,0IOzFP3W0VY,1,11,train
brushing hair,0IP7crO-yF4,148,158,train
whistling,0IeHi4NdJTg,0,10,train
cleaning toilet,0IhQIv_ZCQE,13,23,train
brushing hair,0IiD7z_F4cw,160,170,train
climbing ladder,0Iin8uIx2jk,116,126,train
scuba diving,0IwbrLq6cEg,63,73,train
pumping fist,0J3fnoGcpd0,0,10,train
yoga,0JB8EKwC11A,3,13,train
riding or walking with horse,0JHo32zbmoU,197,207,train
eating watermelon,0JMurscrsBs,0,10,train
filling eyebrows,0JSUpFxrBCY,198,208,train
drinking,0JTO1HrK8kY,64,74,train
kicking field goal,0JU-jgivIac,5,15,train
cleaning floor,0JVadT-welw,51,61,train
vault,0JVmu-SE-HM,3,13,train
skateboarding,0JZm3c-ZhKo,24,34,train
filling eyebrows,0JaknYWCvKo,323,333,train
pumping fist,0JgKKH6aE8c,1,11,train
skiing (not slalom or crosscountry),0JjfyX9NTIA,311,321,train
playing bass guitar,0K3qrT8gJcc,7,17,train
dying hair,0K4X6shWy4g,105,115,train
bobsledding,0KAYiXmP3M4,62,72,train
parkour,0KRBoxyYp80,32,42,train
cooking chicken,0KUo8zx5wJo,73,83,train
cleaning floor,0Kbb-Rw2JpQ,37,47,train
cleaning floor,0KgoLkvw8uA,12,22,train
dancing gangnam style,0KqGgn93C0U,22,32,train
smoking,0KqeKi2CBqg,51,61,train
drinking,0Ksf9TnsszQ,488,498,train
playing piano,0L4S5alFZWk,55,65,train
using computer,0L7GHVsAcQY,72,82,train
shaving head,0LELE9k9qI4,99,109,train
making bed,0LJl8TiWsgc,144,154,train
catching or throwing frisbee,0LSf2DRPqd8,75,85,train
cooking chicken,0LXCkmzhT_g,67,77,train
surfing water,0LXOej0dlCo,101,111,train
bandaging,0M7duRovxvI,55,65,train
cooking chicken,0M8-82fq7oY,210,220,train
presenting weather forecast,0MCOnOpNEzo,77,87,train
country line dancing,0MFP0FjYXuo,116,126,train
playing cymbals,0MGIPHNTMrk,163,173,train
sled dog racing,0MHz5U8qMyQ,722,732,train
waxing eyebrows,0MLS5zlVhPE,95,105,train
baking cookies,0MLnPaVTB0s,143,153,train
using computer,0MTFJ7jnRPk,12,22,train
drinking,0MV9MX1-sJI,55,65,train
triple jump,0N9G-nufrWY,7,17,train
motorcycling,0NCqr78jJ14,322,332,train
smoking,0NDCuBAzIGg,2,12,train
smoking,0NDEnFS6Uas,0,10,train
playing cricket,0NDZHbI2F-I,228,238,train
roller skating,0NF6r2zCZvs,358,368,train
driving tractor,0NUTcXmBjRs,68,78,train
dunking basketball,0Nb8KktLVrg,30,40,train
country line dancing,0NcsVOCuCTQ,113,123,train
flying kite,0NusG3mUhtg,18,28,train
presenting weather forecast,0NwcY_tLKdI,240,250,train
golf putting,0O3S2OqHDKE,25,35,train
jetskiing,0OQ--b31DZQ,7,17,train
presenting weather forecast,0OgsfR4qDMs,8,18,train
yawning,0OvrGrViz5g,2,12,train
singing,0OxmVMYh7sE,62,72,train
gymnastics tumbling,0P30A-kxQGo,1,11,train
scuba diving,0P4ng-HgroY,11,21,train
shaving head,0P5FnTZvFK8,71,81,train
using computer,0P5oQSmidV4,309,319,train
riding mountain bike,0PV0vVehyu8,117,127,train
disc golfing,0PX-e1Vszs4,59,69,train
presenting weather forecast,0PZucUHByXQ,1,11,train
drinking,0P_LkJddMLg,70,80,train
bobsledding,0PaakVpDsuo,2,12,train
riding elephant,0Pb4ghR0COE,29,39,train
cooking chicken,0PmEiQ386CY,230,240,train
jumping into pool,0PpQD6CXvNM,0,10,train
playing volleyball,0PvomzIs81A,53,63,train
drinking beer,0Q5jLwq8dJM,29,39,train
skiing (not slalom or crosscountry),0Qa7WZCzKn4,34,44,train
mowing lawn,0Qwnz9zE9iw,10,20,train
filling eyebrows,0R0Aklb0X3Q,365,375,train
presenting weather forecast,0R1aZmyztlA,15,25,train
scuba diving,0R47I9RNtDY,28,38,train
sailing,0R5LVZZUBi8,11,21,train
ski jumping,0RKX6s2vY94,9,19,train
smoking,0RL1rDnfwZE,114,124,train
drinking beer,0RTNs-4YY_I,2,12,train
cleaning floor,0RTTjN9hdcA,39,49,train
kicking field goal,0RdOeYk8vfE,5,15,train
climbing a rope,0Rec4t-SMmc,4,14,train
filling eyebrows,0RhN11PDhCs,161,171,train
golf putting,0Rhv50mhWhU,18,28,train
lunge,0RokX6V7Cyw,9,19,train
tobogganing,0Rr9z282Atw,7,17,train
swinging legs,0Rvw3bN8sV4,0,10,train
high jump,0Rze2riwkj4,0,10,train
riding mountain bike,0SEEfjaPnDU,177,187,train
cleaning toilet,0SEGaVuARFY,24,34,train
balloon blowing,0SOwAque_Qo,0,10,train
making bed,0SPL2iIawcw,144,154,train
climbing a rope,0T7u2vDxQ2A,3,13,train
playing basketball,0TAo_cZw_vI,0,10,train
golf putting,0Tb5j37y2do,48,58,train
drop kicking,0TpW6oYZnME,0,10,train
dribbling basketball,0TszFqYxFc4,62,72,train
passing American football (in game),0U5eS-mrCLo,14,24,train
checking tires,0U7MLgyJzt0,10,20,train
hurdling,0UEeSEdrzgQ,2,12,train
fixing hair,0UJdcAb79ho,580,590,train
singing,0UPlDPqlVUI,222,232,train
disc golfing,0USt8u8lLHc,461,471,train
strumming guitar,0UZZ3Od59OI,299,309,train
cleaning floor,0Uc2pbdXY0o,8,18,train
riding elephant,0UgyqJtni6g,35,45,train
golf putting,0V7R290yboI,2,12,train
golf putting,0V8kH1EDmpU,188,198,train
passing American football (not in game),0VAC-jaid2w,2,12,train
playing kickball,0VI-q3WY5Mg,35,45,train
driving car,0VKc8TbBloE,24,34,train
drinking beer,0VfhTjI0KkY,149,159,train
tickling,0Vr2rGrkGbA,282,292,train
skiing (not slalom or crosscountry),0VuM1U84gsU,105,115,train
drinking,0W1O-BhOCh8,78,88,train
cheerleading,0W3NPWEIY5U,412,422,train
passing American football (in game),0W8uyjKT55Q,0,10,train
waxing chest,0W9HqOXBpuE,57,67,train
catching fish,0WNprz_EwiQ,15,25,train
shearing sheep,0WT9sICw61A,114,124,train
roller skating,0Wb78UbU1AU,116,126,train
singing,0WeqMP6xabk,72,82,train
juggling fire,0WfCTeRig1g,14,24,train
spray painting,0Wg1XVR0A0g,9,19,train
balloon blowing,0Wh-qGInjqo,17,27,train
braiding hair,0WhR9EEEAUg,306,316,train
hurdling,0Wr7PKTS-24,4,14,train
scuba diving,0Wzr5PrHMJU,137,147,train
skiing (not slalom or crosscountry),0XF7K6dMItc,3615,3625,train
garbage collecting,0XHqd7TAaw8,76,86,train
riding unicycle,0XI1Fp2JFcM,4,14,train
drinking beer,0XIZve09y1I,13,23,train
gymnastics tumbling,0XR3XLnjUh0,4,14,train
scuba diving,0XSoQmEL3IU,8,18,train
cutting watermelon,0XuqzeejDb4,15,25,train
milking cow,0XyEeNJp5_g,1121,1131,train
riding mountain bike,0Y7Ncjm5g1Y,220,230,train
hugging,0Y8qF7YPnNU,38,48,train
bobsledding,0YDesTDc2jU,50,60,train
filling eyebrows,0YW9slPyVtU,82,92,train
cooking chicken,0YXK1-khT3I,82,92,train
cooking chicken,0YZnqJIOCE0,55,65,train
picking fruit,0Yb6WenOjos,85,95,train
surfing water,0Ybl0DD9Ksc,25,35,train
riding elephant,0Ynrdz9TuHg,24,34,train
pushing cart,0YpHgbmOnOc,13,23,train
filling eyebrows,0Z9QAMI6txY,4,14,train
riding mountain bike,0ZEvj372rGk,50,60,train
presenting weather forecast,0ZGhc42rU7k,37,47,train
shot put,0ZORVHJQEpE,3,13,train
counting money,0ZPwjqS38CA,4,14,train
drinking beer,0ZaiGzv7na8,0,10,train
driving car,0Zca-a_Zn8o,45,55,train
presenting weather forecast,0ZlRgtSeqIw,164,174,train
making bed,0_8Kjx1WpA8,47,57,train
ripping paper,0_k6XiBEnBg,18,28,train
smoking,0_s9tqV9L5c,83,93,train
drinking beer,0aaGLwh39EM,41,51,train
vault,0akGetvArLY,3,13,train
petting cat,0au5gb0jJos,38,48,train
snowboarding,0av3vXX4NrM,36,46,train
mopping floor,0b44AsqL7p0,0,10,train
salsa dancing,0bLvk3ZBUZA,95,105,train
assembling computer,0bUghCx9iso,447,457,train
bookbinding,0bcPHSkki4I,370,380,train
skiing (not slalom or crosscountry),0bdnNj1osRQ,51,61,train
sled dog racing,0bduNIo5xLM,3,13,train
grooming horse,0bnT_R9v4kk,77,87,train
skiing (not slalom or crosscountry),0br3iQLqbEI,90,100,train
pushing cart,0c7pxo2qSDw,1,11,train
archery,0cBPd-9EKeI,303,313,train
cooking chicken,0cQ9qWe7YRA,912,922,train
balloon blowing,0cTGPt8kdp0,3,13,train
pushing cart,0cbaOR84CNk,45,55,train
roller skating,0ckme3U62XU,70,80,train
cleaning floor,0czY3MJsPJw,144,154,train
drinking,0d0PrXrWg4A,5,15,train
skiing (not slalom or crosscountry),0dDzds7o0BM,0,10,train
cleaning gutters,0dFvZDAEW5E,2,12,train
vault,0dKAG9Mfg4c,8,18,train
filling eyebrows,0dh0SVaws_E,27,37,train
golf putting,0djBLoTFYrA,6,16,train
extinguishing fire,0dkAifFydGg,47,57,train
playing monopoly,0dk_CszsbFY,124,134,train
tying tie,0dn9Djvm74w,99,109,train
jumping into pool,0dpfo2sI8rI,3,13,train
snowboarding,0durJqEzkfs,54,64,train
balloon blowing,0duyCnchMvg,119,129,train
balloon blowing,0e13-uPv0DM,40,50,train
stretching leg,0e7DZ7eGNWE,140,150,train
smoking,0e7L82fphoQ,12,22,train
filling eyebrows,0eAbf3x4foY,253,263,train
stretching leg,0eAqJ4-oKTM,56,66,train
golf driving,0eFgAUfHsEk,18,28,train
skiing (not slalom or crosscountry),0eGKEOgkoGw,104,114,train
snowmobiling,0eLHf6O-N_c,38,48,train
pole vault,0eOGASOyPo0,7,17,train
parasailing,0eOfjAfor9U,143,153,train
riding elephant,0eSFmX-NTIU,49,59,train
skydiving,0eU9d8dzgvE,35,45,train
riding elephant,0eVbNhwl8_8,35,45,train
hoverboarding,0eXPFr0OJ-c,56,66,train
bandaging,0ehjV7Oog3c,400,410,train
cooking sausages,0elZiVrHcak,40,50,train
skiing (not slalom or crosscountry),0ewQXPz9kWk,10,20,train
drinking,0f4NZsGVztE,180,190,train
picking fruit,0fAJtEFuaMM,2,12,train
feeding fish,0fF_tX7Nl9s,5,15,train
golf driving,0fItLr9CtVg,38,48,train
riding elephant,0fJDwTxsT54,10,20,train
bending back,0fNairQvNSU,11,21,train
pushing car,0fNd_sPFBi8,37,47,train
making bed,0fYl4YHMrew,146,156,train
filling eyebrows,0gTdR-nnLyY,37,47,train
skiing (not slalom or crosscountry),0gTtqi2IkAg,100,110,train
blowing glass,0gXm5BzysR4,111,121,train
drinking beer,0gaTvv7wB6o,8,18,train
surfing water,0gkS4EsnIFs,72,82,train
juggling soccer ball,0gnYbh0rW9c,299,309,train
using remote controller (not gaming),0grFcSOtskE,2,12,train
using computer,0h2fqKjdNl4,398,408,train
picking fruit,0hJeAZrxfKA,25,35,train
feeding birds,0hKrYZXvsfA,2,12,train
picking fruit,0hP9sqHtSMo,113,123,train
strumming guitar,0h_-KHopuXQ,315,325,train
blowing glass,0he9uy2JoJc,47,57,train
taking a shower,0hqy3MUOPcI,25,35,train
testifying,0hrqR84Ii2I,29,39,train
curling hair,0i11RQPnP4U,485,495,train
drinking,0iBdotM2pUY,17,27,train
smoking,0iQiH6vBsXc,7,17,train
pushing cart,0i_WTbnVXjk,5,15,train
riding mule,0igSLIh3ntQ,1,11,train
playing ice hockey,0ihmR99kY_A,465,475,train
playing volleyball,0j08lAA3FFo,81,91,train
opening bottle,0jGzu5eakYQ,21,31,train
vault,0jJ7GW8Dg5Q,8,18,train
shooting basketball,0jNmzV9fOe0,4,14,train
skateboarding,0jOvya0RQ74,0,10,train
using computer,0jWbXxMhAeY,20,30,train
skateboarding,0k2xEVSD56Q,110,120,train
reading book,0k9t_KPR2ro,53,63,train
making a sandwich,0kArTUqGOAI,32,42,train
skiing (not slalom or crosscountry),0kCRjIrTxqE,72,82,train
drinking beer,0kDD--AhG_o,107,117,train
motorcycling,0kJ7iToFhzs,132,142,train
picking fruit,0kNcTxm63JQ,6,16,train
scuba diving,0kOi04pMW_o,149,159,train
pole vault,0kRDpVNUPKE,38,48,train
golf putting,0kRMZvqF1O0,19,29,train
taking a shower,0kkpCiszN40,24,34,train
roller skating,0knfPLPH9KA,161,171,train
swimming butterfly stroke,0l6q5qOZCp8,23,33,train
cooking chicken,0l7sy0L7lBI,327,337,train
cleaning floor,0lGn6PBgfPg,49,59,train
cleaning floor,0lGx08WvhWQ,8,18,train
tying knot (not on a tie),0lHFfyqMNfg,16,26,train
surfing crowd,0lReD3Ys3jM,1,11,train
massaging feet,0lwbpLS2FWI,64,74,train
cartwheeling,0m1klw4C9XA,5,15,train
cleaning floor,0m4fNaZN_tI,30,40,train
filling eyebrows,0m8z9xrlnEY,284,294,train
shuffling cards,0mPFRt2ZL40,16,26,train
jetskiing,0mPKpdFg0_Q,2,12,train
riding elephant,0mffd8TMtHg,5,15,train
surfing water,0mgGQkCYgEY,192,202,train
riding a bike,0n2zlj25Qts,12,22,train
clay pottery making,0nQK28ts_f0,55,65,train
tying tie,0nuCSRSpBJs,194,204,train
cooking chicken,0oAJm3f37WU,409,419,train
playing poker,0ob9wkq1aYk,76,86,train
throwing discus,0orV583VLMY,1,11,train
golf chipping,0oxvvCfe8ws,87,97,train
cleaning floor,0ozlUEno9Ok,38,48,train
ripping paper,0p5Ph99ZFXM,37,47,train
riding elephant,0p82v6cSzOk,4,14,train
vault,0pF0Zm1oHCM,1,11,train
skiing (not slalom or crosscountry),0pIQs0pPwcM,18,28,train
arm wrestling,0pZ1s5PYZR0,1,11,train
vault,0pZ4uifHy4w,0,10,train
folding clothes,0p_xMShcYuY,14,24,train
squat,0pf4tHm9U9A,59,69,train
country line dancing,0q5P4GSR6lc,1,11,train
blowing glass,0qC_hGpIcXs,663,673,train
tying tie,0qYcfEu4heI,43,53,train
smoking,0qfEA1ZFWjA,59,69,train
swimming backstroke,0qgdx8GS4fE,160,170,train
blowing glass,0qmlUG52KHU,9,19,train
playing basketball,0qoLEgWyS50,278,288,train
washing feet,0r5NUo2ZDmE,185,195,train
cooking chicken,0rJ0lbQDl3k,184,194,train
filling eyebrows,0rbCqeVfTBI,0,10,train
cleaning floor,0rowB5BbyhA,9,19,train
cutting pineapple,0s04hDiq_mY,5,15,train
golf putting,0s2Jzk6yBVk,249,259,train
strumming guitar,0s6pd9py3s4,21,31,train
riding elephant,0sC7Ovz0h20,21,31,train
skiing (not slalom or crosscountry),0sGne2T_SbA,288,298,train
cleaning floor,0sIv8pLQsPo,5,15,train
spinning poi,0sM4TerfQts,34,44,train
fixing hair,0snP4Newgws,41,51,train
vault,0sx2Cc2k-vU,3,13,train
cooking chicken,0szCTeTOWg0,239,249,train
presenting weather forecast,0szE4djfmiE,114,124,train
clean and jerk,0szvmGtcL8I,90,100,train
long jump,0tYkTCg2Amc,68,78,train
motorcycling,0taz1NdwNcM,16,26,train
brushing hair,0tlp5eBtkwk,509,519,train
dunking basketball,0tmIm4SsVYs,0,10,train
playing cards,0tv8IKmvpuc,18,28,train
playing volleyball,0uBR7sT09j0,11,21,train
pushing cart,0uJyId7B6os,52,62,train
laying bricks,0uRNlVIGrCo,84,94,train
cooking chicken,0u_8jOhJ-es,340,350,train
cutting pineapple,0ubF6XT9jXU,9,19,train
pushing cart,0udk1e9n7y8,1,11,train
ski jumping,0uo9MUGpfZ0,16,26,train
sticking tongue out,0uy935loZY4,5,15,train
snowboarding,0vFvCErQwQI,147,157,train
playing piano,0vL9t0GKTts,84,94,train
windsurfing,0vM1QKlkJZU,18,28,train
front raises,0vS987B6gnE,0,10,train
bench pressing,0vaXU9vRtLg,1,11,train
diving cliff,0vfbcv2d6G4,95,105,train
shearing sheep,0vjCk03or88,41,51,train
cooking chicken,0vl1EYfOJnI,25,35,train
tapping pen,0vxAWRaNbRE,124,134,train
bandaging,0w4hzYG2VdQ,13,23,train
dining,0wMp-TCWcmg,26,36,train
cooking chicken,0wVnhKjL1hk,57,67,train
dying hair,0wVnq5ASxTY,284,294,train
garbage collecting,0wlRu7D4TcE,341,351,train
baking cookies,0wphRCtKfMs,282,292,train
smoking,0x3uDfuc91Q,268,278,train
golf putting,0xCNsIfrGPM,45,55,train
playing didgeridoo,0xKQVsd05lA,114,124,train
golf putting,0xeW8zlJhxI,5,15,train
smoking,0xeu3Zr0buQ,26,36,train
passing American football (in game),0xi74oJHNco,1,11,train
opening bottle,0xk54rQjgC0,1,11,train
recording music,0y6ciJacQ3M,129,139,train
opening bottle,0yDC0rydnCg,56,66,train
windsurfing,0yEv75iJEgk,76,86,train
gymnastics tumbling,0ybuWMKMw4Y,0,10,train
getting a tattoo,0yi-nkwLEnI,32,42,train
riding elephant,0yp3SgaSocU,10,20,train
driving car,0z5IBF2JqJ4,16,26,train
jetskiing,0zBHPc0XM_4,0,10,train
trimming or shaving beard,0zBwfkC6fNQ,41,51,train
drinking,0zEWT4y2Dso,29,39,train
pull ups,0zEbGDBhta4,1,11,train
playing tennis,0zO-fTFyIc8,9,19,train
golf putting,0zTnlcsbP-M,80,90,train
cleaning gutters,0zZQUe9dAnU,141,151,train
cleaning floor,0zmahgV05wU,29,39,train
balloon blowing,0zoF-wv84AI,16,26,train
filling eyebrows,0zqmuRpChLw,1,11,train
catching or throwing softball,0zrKKloLfxg,6,16,train
filling eyebrows,1-2iEw6vVB0,200,210,train
riding scooter,1-2wFrbuOuI,39,49,train
making snowman,1-5yH8FBRkA,227,237,train
opening bottle,1-H48shKC9I,1,11,train
tobogganing,1-HzoNEwKO4,2,12,train
strumming guitar,1-WDD0a0RTg,896,906,train
scuba diving,1-Y7YUEonGg,36,46,train
peeling apples,1-_nzW98f0M,2,12,train
skiing (not slalom or crosscountry),1-qYhqRU3nY,275,285,train
picking fruit,1-ziZ2AakwY,0,10,train
cleaning floor,109b6I-f_pE,7,17,train
throwing discus,10L9n5geMRw,3,13,train
golf putting,10R_e6SZQ8c,23,33,train
tobogganing,10f1iPrYFeU,0,10,train
kicking field goal,10pAWN18YR4,20,30,train
ski jumping,11XqI2-rDnw,13,23,train
folding paper,11Zqz-Y_pxA,144,154,train
giving or receiving award,11_jBe6j-lQ,510,520,train
tying tie,11auFH1JpL4,47,57,train
hammer throw,11yAD7LPuvk,0,10,train
pumping gas,12Um0O6YBgU,10,20,train
kicking field goal,12q05r9Tw74,16,26,train
cutting pineapple,12wn8rbMsKY,3,13,train
cleaning floor,12zuByMEmAI,14,24,train
whistling,131gRULmaeE,266,276,train
planting trees,132LqEy1kyU,428,438,train
skiing (not slalom or crosscountry),132uL24Fd8Q,74,84,train
drinking beer,13TM50BdAFQ,1,11,train
cooking chicken,13VwVNOqhMU,121,131,train
washing hair,13XQr5MSz94,399,409,train
surfing water,13XwiU2XoHc,54,64,train
playing kickball,13Z_SDkdKkg,150,160,train
pushing cart,13kHYC1oxo4,3,13,train
riding mountain bike,14-6AR9Fung,460,470,train
snowmobiling,149bqduecHA,14,24,train
skiing (not slalom or crosscountry),14MZcvxmQ1k,121,131,train
cartwheeling,14RZeKXUlAs,0,10,train
hula hooping,14ap1zdDi6Y,15,25,train
skiing (not slalom or crosscountry),14bKX-gQ324,1471,1481,train
golf putting,15OA4S0Xi60,60,70,train
fixing hair,15PANDWM5ZM,239,249,train
strumming guitar,15UdwMH6W5I,160,170,train
dying hair,15YSFYxbRTA,716,726,train
roller skating,15ZuYwz1H2c,9,19,train
playing trumpet,15aYpxuAtoc,3,13,train
smoking,15wFRRcVdUE,157,167,train
snowkiting,15zLkgRVwOw,95,105,train
cleaning floor,168M5NZnVQ0,21,31,train
